,anonID,success
1062,DNZV8267,1.0
1063,MQNO6749,1.0
1064,EYZV1516,1.0
1065,EQYP2773,1.0
1066,NCIM1916,1.0
1067,VFNO8232,1.0
1068,FLBO4819,1.0
1069,DHHW1670,1.0
1070,RUWI2035,1.0
1071,PBUC4828,1.0
1072,KBBL8074,1.0
1073,AWGC1118,1.0
1074,WSWI7423,1.0
1075,GCFT7657,1.0
1076,TDYU2814,1.0
1077,GHRF8635,1.0
1078,QPZP3381,1.0
1079,EQRS9469,1.0
1080,VUFP3289,1.0
1081,SPDY6809,1.0
1082,NGYD7972,1.0
1083,KSVO8355,1.0
1084,IDDY7707,1.0
1085,NNYS3497,1.0
1086,YAEK1377,1.0
1087,VECX6489,1.0
1088,DLEX4327,1.0
1089,WOXJ8139,1.0
1090,MCLK9337,1.0
1091,FEUE6584,1.0
1092,VTGN9461,1.0
1093,NOFQ6640,1.0
1094,WGTN6540,1.0
1095,BUIL7582,1.0
1096,FLVU2471,1.0
1097,BTSF6453,1.0
1098,HZXW5110,1.0
1099,REXQ7648,1.0
1100,IIPK1571,1.0
1101,WBQV2088,1.0
1102,MMFD7283,1.0
1103,OSIY9250,1.0
1104,JDVW5645,1.0
1105,PKDV2163,1.0
1106,IHCJ7472,1.0
1107,WWJL6830,1.0
1108,JBJX7884,1.0
1109,EUZL6639,1.0
1110,AVXS7177,1.0
1111,TKRO6991,1.0
1112,YCOG1417,1.0
1113,YMOY9063,1.0
1114,IPUJ2863,1.0
1115,CXSE2605,1.0
1116,KYFY2465,1.0
1117,DUNT2039,1.0
1118,XOHE8412,1.0
1119,HXSA7295,1.0
1120,EKWU7531,1.0
1121,AMVD7537,1.0
1122,LYVL5076,1.0
1123,ABGZ2737,1.0
1124,BNCH6299,1.0
1125,QTHK8617,1.0
1126,PEUB7855,1.0
1127,AXWA1483,1.0
1128,ORFX6006,1.0
1129,RGPH9330,1.0
1130,GBQP6381,1.0
1131,UOKZ9420,1.0
1132,SYRL1425,1.0
1133,SRLQ2246,1.0
1134,NVLU4077,1.0
1135,ARIQ9806,1.0
1136,XGWJ8153,1.0
1137,SJAY8698,1.0
1138,EURT9433,1.0
1139,ZQBH3902,1.0
1140,OVPY5362,1.0
1141,FJJU7987,1.0
1142,MGRV1422,1.0
1143,USTW4469,1.0
1144,VASE2265,1.0
1145,NKFJ1884,1.0
1146,SXYX9321,1.0
1147,VLNS7365,1.0
1148,HNJX9612,1.0
1149,XFAV5535,1.0
1150,KYMQ9840,1.0
1151,EAKX2672,1.0
1152,YRQY1439,1.0
1153,OFBC4355,1.0
1154,ZIGS7184,1.0
1155,BTBO8063,1.0
1156,CGSK1988,1.0
1157,KFBK6959,1.0
1158,QSOC2771,1.0
1159,QRGP4146,1.0
1160,FOAC5279,1.0
1161,IHSZ5887,1.0
1162,XTGV8022,1.0
1163,SGRF1585,1.0
1164,TMCA5136,1.0
1165,NNHA4556,1.0
1166,ASAK7742,1.0
1167,UICT7698,1.0
1168,JBOP4827,1.0
1169,OGJR9169,1.0
1170,AOAC7332,1.0
1171,JLWK9858,1.0
1172,YJDI7534,1.0
1173,TBGA9945,1.0
1174,IIAX5544,1.0
1175,GLDC9143,1.0
1176,XWBY8023,1.0
1177,LNCG7263,1.0
1178,NBDF2954,1.0
1179,KJHD8669,1.0
1180,UZMG3866,1.0
1181,QLVS5357,1.0
1182,ZYHA7324,1.0
1183,XNFI5018,1.0
1184,XONE8172,1.0
1185,TDLX2731,1.0
1186,GLUY1264,1.0
1187,PLBL2268,1.0
1188,AUBL7189,1.0
1189,AHGO3929,1.0
1190,KWRS1486,1.0
1191,ATMZ4852,1.0
1192,WOBO6107,1.0
1193,BTFX5441,1.0
1194,OLAU4090,1.0
1195,FOIA1508,1.0
1196,XWOD2941,1.0
1197,PIPS8487,1.0
1198,EVNV1110,1.0
1199,SSEB3265,1.0
1200,PXMS6968,1.0
1201,ULXB9868,1.0
1202,ZNRD5243,1.0
1203,IUJX9758,1.0
1204,MURL5654,1.0
1205,MBLM9080,1.0
1206,UQWZ5997,1.0
1207,PQYO3295,1.0
1208,NWWL7392,1.0
1209,FLON3956,1.0
1210,ZCYB7061,1.0
1211,TYII1777,1.0
1212,EDTV8549,1.0
1213,VJCM1863,1.0
1214,GUXH5209,1.0
1215,BCOQ1319,1.0
1216,CUPK1196,1.0
1217,DMOQ4359,1.0
1218,QGSG8889,1.0
1219,HMSG8566,1.0
1220,KGGT6703,1.0
1221,HGYQ4975,1.0
1222,WONI9628,1.0
1223,TTNY4644,1.0
1224,MQYR3509,1.0
1225,HBSD2785,1.0
1226,CAOO9565,1.0
1227,ZNAQ2162,1.0
1228,DXDS5277,1.0
1229,MEKJ9946,1.0
1230,CZLW7645,1.0
1231,GNQA8813,1.0
1232,FSDV8115,1.0
1233,KARM9625,1.0
1234,SDBK1692,1.0
1235,XBJP7771,1.0
1236,LKBB2678,1.0
1237,ICFA2889,1.0
1238,LIMU4796,1.0
1239,NNDZ8268,1.0
1240,GTGN9595,1.0
1241,PSLX9866,1.0
1242,LBOP1319,1.0
1243,BBEQ7431,1.0
1244,VSLG8733,1.0
1245,SIDZ8680,1.0
1246,MKSM7083,1.0
1247,OXVW4308,1.0
1248,MDRW3235,1.0
1249,NIMZ7621,1.0
1250,VCXO3528,1.0
1251,OMOW4765,1.0
1252,WBUW3215,1.0
1253,CIQR5931,1.0
1254,RCWH5823,1.0
1255,FTKK6981,1.0
1256,VYFS7903,1.0
1257,RDOF6529,1.0
1258,MQZL7787,1.0
1259,EOSC5252,1.0
1260,QNGR8500,1.0
1261,YSZC9944,1.0
1262,LDKS7488,1.0
1263,TJRN7182,1.0
1264,IYFU1251,1.0
1265,GMXR2606,1.0
1266,MJNG5522,1.0
1267,XTOL5888,1.0
1268,GBLO7181,1.0
1269,OKRN9547,1.0
1270,BOUK3346,1.0
1271,NNJM2363,1.0
1272,HABU5286,1.0
1273,RBEV8367,1.0
1274,TERF3847,1.0
1275,TNKS2987,1.0
1276,YTJW6178,1.0
1277,SWDD8022,1.0
1278,SEIL6194,1.0
1279,NSOY9773,1.0
1280,BGYS9390,1.0
1281,HWIH2795,1.0
1282,CXJR5235,1.0
1283,LIVM7814,1.0
1284,OPVA5926,1.0
1285,DKVI2617,1.0
1286,UYPY8913,1.0
1287,XAID8648,1.0
1288,BTRK2760,1.0
1289,EMYX3568,1.0
1290,SSSU6432,1.0
1291,PWSH4028,1.0
1292,VQZF7642,1.0
1293,TZAL8517,1.0
1294,TELF9091,1.0
1295,IFBL8399,1.0
1296,RHHK2022,1.0
1297,CENN4814,1.0
1298,TSQQ6439,1.0
1299,DOWZ3424,1.0
1300,OYKI8739,1.0
1301,QRLN1477,1.0
1302,MVSP8518,1.0
1303,ZRJH5657,1.0
1304,JXNC7070,1.0
1305,EXUJ7513,1.0
1306,ADWI5214,1.0
1307,IKIZ3598,1.0
1308,KQWK7590,1.0
1309,NQPS5740,1.0
1310,PWEQ4641,1.0
1311,QFJZ1525,1.0
1312,XLLR9462,1.0
1313,DXET2098,1.0
1314,OJBC4650,1.0
1315,VPXM8458,1.0
1316,MZHJ4155,1.0
1317,MPUC7540,1.0
1318,VUWN6961,1.0
1319,JHAT4230,1.0
1320,FOUE4890,1.0
1321,WJOV6476,1.0
1322,USAA6682,1.0
1323,RQRB3359,1.0
1324,QEWW5814,1.0
1325,XQWT6179,1.0
1326,KMIC1755,1.0
1327,EUEN3774,1.0
1328,DAOL8464,1.0
1329,LMOJ9133,1.0
1330,HJHD2689,1.0
1331,XIQB5973,1.0
1332,GRFH7206,1.0
1333,TWRB3794,1.0
1334,CZQS3399,1.0
1335,RBAT9980,1.0
1336,SPJR9523,1.0
1337,CDWT6018,1.0
1338,SGZC3778,1.0
1339,JCBK4337,1.0
1340,FLAD2907,1.0
1341,HAQY5409,1.0
1342,XOQQ4019,1.0
1343,RULE5749,1.0
1344,NYVN8729,1.0
1345,LHJC9553,1.0
1346,FIID4670,1.0
1347,UUTI6719,1.0
1348,DAFD3955,1.0
1349,IMMO1398,1.0
1350,WROH8178,1.0
1351,QMAE3561,1.0
1352,KZNG9471,1.0
1353,AQNU8418,1.0
1354,GNNX4227,1.0
1355,CNRJ7868,1.0
1356,TDVT1420,1.0
1357,XCBV2268,1.0
1358,OGVV8934,1.0
1359,HKRW4821,1.0
1360,WJZP9606,1.0
1361,ZYVC2518,1.0
1362,ZWIA1972,1.0
1363,NVSF2192,1.0
1364,AZBS9283,1.0
1365,NEJK8612,1.0
1366,BUZS9931,1.0
1367,ILXE6973,1.0
1368,VSTR7006,1.0
1369,WYNV8011,1.0
1370,EGTB2424,1.0
1371,QVPQ2283,1.0
1372,OUQC2489,1.0
1373,BOFS5379,1.0
1374,BQNB6054,1.0
1375,WGHF4412,1.0
1376,KHSW8398,1.0
1377,OVHX4943,1.0
1378,AVNP8892,1.0
1379,XXKS2342,1.0
1380,IPRC9315,1.0
1381,PIEC1113,1.0
1382,THDK3141,1.0
1383,NCNC1899,1.0
1384,NVOO3176,1.0
1385,QJSM5022,1.0
1386,ONTE6154,1.0
1387,HRDH7837,1.0
1388,DAFZ5854,1.0
1389,SACG8670,1.0
1390,QWNK5236,1.0
1391,NHZJ7273,1.0
1392,XCIS7965,1.0
1393,DJEW3810,1.0
1394,DIKJ2323,1.0
1395,ZHZT7008,1.0
1396,LWIY6010,1.0
1397,DOEE8520,1.0
1398,FFIJ7352,1.0
1399,MPJE1465,1.0
1400,PWFF4985,1.0
1401,LWXF4793,1.0
1402,SMIH1317,1.0
1403,FAJW2103,1.0
1404,RUOU9999,1.0
1405,PAWW2767,1.0
1406,ZHHN8835,1.0
1407,USDV3747,1.0
1408,TKZK3179,1.0
1409,VCUV4417,1.0
1410,JBDJ2451,1.0
1411,IESI7105,1.0
1412,WVEA8503,1.0
1413,MRQG7020,1.0
1414,WCSJ5714,1.0
1415,QCIK9874,1.0
1416,HVXS6503,1.0
1417,TSMY9922,1.0
1418,TNHP7798,1.0
1419,VNUX6731,1.0
1420,FSBB5823,1.0
1421,DSIV1583,1.0
1422,XPZV6558,1.0
1423,BBAC9114,1.0
1424,QFVY5191,1.0
1425,DOFA1893,1.0
1426,NJRE4397,1.0
1427,FBHY3909,1.0
1428,RVVM5802,1.0
1429,JACX6373,1.0
1430,QSMU7735,1.0
1431,EXGW2221,1.0
1432,BCOW9796,1.0
1433,LSXW6461,1.0
1434,HCKT2625,1.0
1435,JAKE1264,1.0
1436,SUQP8210,1.0
1437,XKBY7953,1.0
1438,DCLS9774,1.0
1439,BQAW3899,1.0
1440,TSMC3881,1.0
1441,HEKZ1835,1.0
1442,OHCV6009,1.0
1443,YGBE7060,1.0
1444,LOAK6884,1.0
1445,GAZQ1219,1.0
1446,TIHR1230,1.0
1447,MHNM8727,1.0
1448,PDXP1902,1.0
1449,EPII7170,1.0
1450,OVTZ2696,1.0
1451,AJQH8469,1.0
1452,OGRV5583,1.0
1453,HRFR6511,1.0
1454,RYOK4717,1.0
1455,UEVV2279,1.0
1456,BMPM8786,1.0
1457,CNXM6035,1.0
1458,WARJ5293,1.0
1459,RNUZ2809,1.0
1460,RPFS9880,1.0
1461,NHJC9956,1.0
1462,WJZR7607,1.0
1463,WXZO9672,1.0
1464,HZOF4341,1.0
1465,JONT6112,1.0
1466,PSHK9278,1.0
1467,OMUR6894,1.0
1468,HJOL6079,1.0
1469,MRUO5568,1.0
1470,NEGY7297,1.0
1471,IBLY6997,1.0
1472,ZOAU4060,1.0
1473,GESZ4200,1.0
1474,BOEV4325,1.0
1475,AWOX9260,1.0
1476,FURR7177,1.0
1477,YLMK3692,1.0
1478,RLJF1082,1.0
1479,HQNL7649,1.0
1480,VFDI2841,1.0
1481,ZGXX8445,1.0
1482,YXIK5130,1.0
1483,YECF2403,1.0
1484,JSYM5278,1.0
1485,HBBC2897,1.0
1486,SFGC3461,1.0
1487,KMKW5669,1.0
1488,KUXT2019,1.0
1489,SROV9295,1.0
1490,MLDE6679,1.0
1491,OCXS5200,1.0
1492,JGNQ6230,1.0
1493,BUAU6594,1.0
1494,DYMY4575,1.0
1495,OIZH8287,1.0
1496,CYVI2905,1.0
1497,XAMS9105,1.0
1498,ZFZA3213,1.0
1499,HWRX3669,1.0
1500,PPOI5602,1.0
1501,FALV4963,1.0
1502,SHLJ7889,1.0
1503,PJMY5905,1.0
1504,DEMO5541,1.0
1505,MFOB9876,1.0
1506,ZZHZ5281,1.0
1507,XZZV5254,1.0
1508,PXQK6777,1.0
1509,VATJ8267,1.0
1510,TCSB9002,1.0
1511,ZAYM7795,1.0
1512,KKPJ8735,1.0
1513,CZSZ8326,1.0
1514,ZFQA7763,1.0
1515,SEYC8851,1.0
1516,ABOV4431,1.0
1517,YBTP1661,1.0
1518,UCMT6543,1.0
1519,WYUN2543,1.0
1520,CLBT6770,1.0
1521,SHEA1210,1.0
1522,RAZA8783,1.0
1523,ASSX2536,1.0
1524,ZZWS6235,1.0
1525,JLEZ7640,1.0
1526,LBXV7565,1.0
1527,XHRF7836,1.0
1528,MVUA2185,1.0
1529,TIXS7779,1.0
1530,SGLF7970,1.0
1531,PGJG6281,1.0
1532,ZQNX3042,1.0
1533,AHKA5063,1.0
1534,GLCW8806,1.0
1535,KRVT9366,1.0
1536,OCWF1392,1.0
1537,FECE7300,1.0
1538,BVAE1389,1.0
1539,WGJQ5264,1.0
1540,OLPM8718,1.0
1541,VCMF4374,1.0
1542,DNMR2055,1.0
1543,GRMJ5829,1.0
1544,BXGQ1354,1.0
1545,LGMH9541,1.0
1546,GMGP3643,1.0
1547,KTEP7799,1.0
1548,TJSV7033,1.0
1549,KXDY8097,1.0
1550,XAIX5196,1.0
1551,KBAM1076,1.0
1552,NEHK8876,1.0
1553,HSBQ7787,1.0
1554,KSIL8795,1.0
1555,HUQM1763,1.0
1556,APYI5849,1.0
1557,HVRS5517,1.0
1558,NCMD1360,1.0
1559,VHWD3665,1.0
1560,CGIS3844,1.0
1561,JNDM8340,0.0
1562,FJEJ5547,1.0
1563,JMMA5930,1.0
1564,XKIU5095,1.0
1565,IUHV3109,1.0
1566,VKHC8537,1.0
1567,OOTJ5488,1.0
1568,GBAW6829,1.0
1569,XELV2528,1.0
1570,ELXD2817,1.0
1571,TYQN6452,1.0
1572,GWJH1652,1.0
1573,JVLK1948,1.0
1574,IFYN7435,1.0
1575,CXHE4988,1.0
1576,UENA2346,1.0
1577,AFPY3186,1.0
1578,FKSW8051,1.0
1579,KDVN8933,1.0
1580,TRTT1718,1.0
1581,YCOI6426,1.0
1582,LIIN4248,1.0
1583,RQXB8770,1.0
1584,NAYV7155,1.0
1585,RARN6105,1.0
1586,QRIV3336,1.0
1587,NCXE7561,1.0
1588,HEUV8952,1.0
1589,RQWM5711,1.0
1590,NULQ7127,1.0
1591,YPZJ4336,1.0
1592,HXAE4363,1.0
1593,XYYF4924,1.0
1594,RFUB3455,1.0
1595,KLWI4774,1.0
1596,GUBC8747,1.0
1597,VWNP5821,1.0
1598,ALOR2418,1.0
1599,LEAZ7804,1.0
1600,YURG4845,1.0
1601,EYCS3213,1.0
1602,PSIS8362,1.0
1603,HVPB1319,1.0
1604,WXVE3532,1.0
1605,GAAG9921,1.0
1606,VFCX5506,1.0
1607,MIJX2501,1.0
1608,FKGP4347,1.0
1609,AWWJ3908,1.0
1610,GWVO8826,1.0
1611,CJBF3730,1.0
1612,EFCW8294,1.0
1613,OEBX4254,1.0
1614,FXTO8188,1.0
1615,CJTU4430,1.0
1616,NKYL5218,1.0
1617,WSSH9929,1.0
1618,XUMB7924,1.0
1619,UYYX9868,1.0
1620,SBGT5495,1.0
1621,MAOL4524,1.0
1622,LEBD2325,1.0
1623,TJIN8954,1.0
1624,LKMS4426,1.0
1625,EECO7285,1.0
1626,QWYA8428,1.0
1627,RBLB2146,1.0
1628,IHND9415,1.0
1629,TEWO7359,1.0
1630,TTXU7059,1.0
1631,HBYG1434,1.0
1632,FKIE2252,1.0
1633,OSBH4984,1.0
1634,VLOO2278,1.0
1635,UPBK2821,1.0
1636,HVLD9100,1.0
1637,KCTG8178,1.0
1638,TSPM1406,1.0
1639,VEYH2077,1.0
1640,DUFO3401,1.0
1641,LAYM5409,1.0
1642,YTHY7830,1.0
1643,XKYK9444,1.0
1644,SVII5142,1.0
1645,GBHA8787,1.0
1646,BQTS4998,1.0
1647,JQVF8399,1.0
1648,ZOMV7702,1.0
1649,PSBC9079,1.0
1650,IQWT3275,1.0
1651,BORD5266,1.0
1652,EVZS3485,1.0
1653,LOGH7321,1.0
1654,QBCO7986,1.0
1655,BSRG5821,1.0
1656,JGDB5735,1.0
1657,OUFD5765,1.0
1658,TMTO9980,1.0
1659,KVAL5087,1.0
1660,IYHP1712,1.0
1661,WYWC5125,1.0
1662,YQDY9197,1.0
1663,AIWZ1213,1.0
1664,FDRK9539,1.0
1665,CSMX5118,1.0
1666,YDJN2136,1.0
1667,OBQW3290,1.0
1668,WQRH5643,1.0
1669,WEPL2814,1.0
1670,HXOB6946,1.0
1671,IDHR6369,1.0
1672,KCLX5292,1.0
1673,PIZD8553,1.0
1674,NGTF1270,1.0
1675,UZQU3654,1.0
1676,HXYU5057,1.0
1677,XOMI3770,1.0
1678,PFHK8775,1.0
1679,LAWQ6758,1.0
1680,XJBI3074,1.0
1681,NAGD8173,1.0
1682,VQIV3418,1.0
1683,WLHR9383,1.0
1684,QCYV2327,1.0
1685,PSAJ1037,1.0
1686,QOGE2387,1.0
1687,AJBV5598,1.0
1688,KNSK2143,1.0
1689,YEQM9516,1.0
1690,YUPZ4921,1.0
1691,MQPX2702,1.0
1692,WXAN6642,1.0
1693,RFDL4507,1.0
1694,BPMC5849,1.0
1695,XWMK7969,1.0
1696,LORL7356,1.0
1697,PIVO6964,1.0
1698,INOE9660,1.0
1699,VRNU5961,1.0
1700,YZJW9449,1.0
1701,CTWK2783,1.0
1702,JTDB5834,1.0
1703,XPUI9201,1.0
1704,TNDW1987,1.0
1705,JMLZ9485,1.0
1706,LVBW5080,0.0
1707,AAZY5595,1.0
1708,CEWZ1621,1.0
1709,TEEL5525,1.0
1710,SZHP1858,1.0
1711,OVDY1357,1.0
1712,EOFJ3023,1.0
1713,TBVV3619,1.0
1714,VCXE9184,1.0
1715,YKKA5504,1.0
1716,NJYI6311,1.0
1717,GEOY1632,1.0
1718,VPWO4937,1.0
1719,SBZC4749,1.0
1720,YBMM8524,1.0
1721,EZXR9571,1.0
1722,YZRX6369,1.0
1723,NOQB8807,1.0
1724,LSET5254,1.0
1725,TTTW7041,1.0
1726,HLUG4356,1.0
1727,BVBR1660,1.0
1728,ZAOK5951,1.0
1729,NMRB3719,1.0
1730,JMCV2404,1.0
1731,PHED8814,1.0
1732,JWMA4860,1.0
1733,WPQD9228,1.0
1734,FKKT3789,1.0
1735,ZBVB3162,1.0
1736,DESP2599,1.0
1737,WZGX6028,1.0
1738,KPZB7668,1.0
1739,NWLC7234,1.0
1740,RFPV4260,1.0
1741,XUTL1317,1.0
1742,EEQW4737,1.0
1743,YNGC1661,1.0
1744,XMAA1600,1.0
1745,KRUQ9640,1.0
1746,RCNC3051,1.0
1747,LYDG2096,1.0
1748,OPWK5657,1.0
1749,OZNQ2605,1.0
1750,EZKT2048,1.0
1751,WOFK2796,1.0
1752,NZSH5275,1.0
1753,EPXJ3055,1.0
1754,BRZS4107,1.0
1755,QZWS3094,1.0
1756,ALBC8265,1.0
1757,NVXF6934,1.0
1758,MCHB8774,1.0
1759,LACY5972,1.0
1760,KPUP8133,1.0
1761,OSGZ7162,1.0
1762,BUOL9546,1.0
1763,UIUU1611,1.0
1764,WNXH4356,1.0
1765,HSFP7129,1.0
1766,ZLIT7322,1.0
1767,BVVP8558,1.0
1768,CFQO2378,1.0
1769,QXJF4127,1.0
1770,XIDX9013,1.0
1771,NWGE4049,1.0
1772,BFDQ6959,1.0
1773,PZSF3474,1.0
1774,ONQQ3914,1.0
1775,FIRO6104,1.0
1776,ZDRL8653,1.0
1777,TPQC8799,1.0
1778,DDLB5703,1.0
1779,UZNV3503,1.0
1780,KIGD3833,1.0
1781,KIMB6859,1.0
1782,GBXQ7719,1.0
1783,UMKU3008,1.0
1784,FIDA6559,1.0
1785,BNPC9750,1.0
1786,JXJK8864,1.0
1787,CDZH7844,1.0
1788,XITK3690,1.0
1789,TTCR4871,1.0
1790,SXYW8139,1.0
1791,JGIC4375,1.0
1792,AFNA3505,1.0
1793,HNIU1455,1.0
1794,KVMN9954,1.0
1795,SCPB8304,1.0
1796,HQHC8954,1.0
1797,ODQW3063,1.0
1798,MOFW6007,1.0
1799,SOKI7727,1.0
1800,DRBY9065,1.0
1801,ROHQ3757,1.0
1802,BMQA6664,1.0
1803,WFLQ8389,1.0
1804,ECVR5083,1.0
1805,IYHG4668,1.0
1806,UULK7596,1.0
1807,AXGU5943,1.0
1808,HFEB8027,1.0
1809,KEZB6718,1.0
1810,MQUR6619,1.0
1811,OWYV3944,1.0
1812,ZFRQ1255,1.0
1813,CZEB6817,1.0
1814,PHHA8698,1.0
1815,RNBO8786,1.0
1816,YWOG6134,1.0
1817,LZLN1675,1.0
1818,AXPT6529,1.0
1819,PJJU1805,1.0
1820,SWZF6259,1.0
1821,AJJK6246,1.0
1822,MYNN9396,1.0
1823,BOJZ3785,1.0
1824,XFVY2557,1.0
1825,VTLJ4534,1.0
1826,VKUG6531,1.0
1827,OSDV6736,1.0
1828,IBLE9435,1.0
1829,MZDY4473,1.0
1830,PCQE7672,1.0
1831,CEAG3109,1.0
1832,PCES8944,1.0
1833,BQXS5104,1.0
1834,JTVM1484,1.0
1835,KGMA5218,1.0
1836,LJUP4908,1.0
1837,ZWGL8325,1.0
1838,FOKL1024,1.0
1839,HLSB6196,1.0
1840,OXBN6537,1.0
1841,MKOL2964,1.0
1842,VIMU4702,1.0
1843,WEOQ3577,1.0
1844,PCWS1542,1.0
1845,IWUL3797,1.0
1846,TUEJ4635,1.0
1847,GWRP4295,1.0
1848,FROF4806,1.0
1849,VILN7138,1.0
1850,ONLC7488,1.0
1851,LQHL4889,1.0
1852,VFQT5218,1.0
1853,KEVK4103,1.0
1854,OIKV3062,1.0
1855,IJSG3645,1.0
1856,UXCV2164,1.0
1857,WZSM9539,1.0
1858,GGHZ8627,1.0
1859,PRXL5719,1.0
1860,ZALU4373,1.0
1861,NSLF9754,1.0
1862,SJLO5085,1.0
1863,CWTQ5346,1.0
1864,UJBG4277,1.0
1865,ZTCG6145,1.0
1866,FWGZ7119,1.0
1867,DQYP7784,1.0
1868,PGIR8652,1.0
1869,UBMF1995,1.0
1870,MWGY7455,1.0
1871,FNFN2292,1.0
1872,BRSB7302,1.0
1873,KBGC3347,1.0
1874,INEQ7304,1.0
1875,IASP4352,1.0
1876,TMNF8547,1.0
1877,BNJE8702,1.0
1878,UETA1844,1.0
1879,RQAY8598,1.0
1880,ALMZ8145,1.0
1881,UREH6385,1.0
1882,BOFK8433,1.0
1883,JGLL6341,1.0
1884,DCQX4154,1.0
1885,NQBS7038,1.0
1886,CRJW9803,1.0
1887,VWDC9620,1.0
1888,IXQH8381,1.0
1889,XXMG1007,1.0
1890,UOIL8590,1.0
1891,HPLY5942,1.0
1892,QDAO9905,1.0
1893,YOJA9913,1.0
1894,MCEV1799,1.0
1895,WCHX8450,1.0
1896,AXHM7478,1.0
1897,BPVK4923,1.0
1898,FSDY1739,1.0
1899,AFQY4761,1.0
1900,ICFD8676,1.0
1901,TIOE9682,1.0
1902,LJYV1445,1.0
1903,EXWE4067,1.0
1904,OVOH3500,1.0
1905,ISKK6705,1.0
1906,IMTF9373,1.0
1907,EIXJ4169,1.0
1908,EESF7542,1.0
1909,EGRT7633,1.0
1910,KOLN6499,1.0
1911,WBJS9685,1.0
1912,WLWS8718,1.0
1913,VGHY1583,1.0
1914,DIBY5501,1.0
1915,YVIV5818,1.0
1916,OTHV8073,1.0
1917,IEBZ1497,1.0
1918,FNEM5744,1.0
1919,KQYY3384,1.0
1920,NDVH1697,1.0
1921,CUJG3354,1.0
1922,ETFT4143,1.0
1923,OXYX9706,1.0
1924,NXDN1462,1.0
1925,FOHV2695,1.0
1926,IKNP1365,1.0
1927,MYSQ8418,1.0
1928,DICP9939,1.0
1929,ZEFZ4219,1.0
1930,NXIY7877,1.0
1931,JZZN4529,1.0
1932,YSNR2773,1.0
1933,VMTB8201,1.0
1934,LGWX2738,1.0
1935,SKJQ3035,1.0
1936,VSAQ6342,1.0
1937,YFRD7691,1.0
1938,YXKQ4569,1.0
1939,JQJV1990,1.0
1940,ANEW6662,1.0
1941,NXWX5071,1.0
1942,OHIQ9659,1.0
1943,VPDS3177,1.0
1944,QEEQ4119,1.0
1945,RBLP1329,1.0
1946,LQXL7046,1.0
1947,MTWP5164,1.0
1948,YPOD1224,1.0
1949,ATYO6993,1.0
1950,QSAW4982,1.0
1951,GYGS3243,1.0
1952,XVXS3142,1.0
1953,GHMO6980,1.0
1954,XIOO8811,1.0
1955,BFGQ1414,1.0
1956,ZMYK4293,1.0
1957,MROA9335,1.0
1958,HAFF9495,1.0
1959,FNWW2582,1.0
1960,PAIZ2977,1.0
1961,XIMV8775,1.0
1962,YYYA5818,1.0
1963,JCRR8561,1.0
1964,WJUF5482,1.0
1965,VOOT2548,1.0
1966,MKAJ7998,1.0
1967,SCNI7282,1.0
1968,UENY6898,1.0
1969,WOGL9744,1.0
1970,PYKE2212,1.0
1971,PPUG2240,1.0
1972,JWVW3866,1.0
1973,CUOE9595,1.0
1974,FNUA7010,1.0
1975,KQJU8830,1.0
1976,XKYK1636,1.0
1977,NTJF8409,1.0
1978,CXVU7026,1.0
1979,AZRB8762,1.0
1980,ETZE9121,1.0
1981,UJJB4376,1.0
1982,YFOI7574,1.0
1983,RTSQ9255,1.0
1984,AYQZ2654,1.0
1985,NENM8324,1.0
1986,KSCI3922,1.0
1987,VCXT4006,1.0
1988,JPRP9935,1.0
1989,PXUN6674,1.0
1990,JSSI4096,1.0
1991,VNDH6005,1.0
1992,ZACP6934,1.0
1993,SUQW2344,1.0
1994,WGLX4306,1.0
1995,RBYN7205,1.0
1996,CWOI4977,1.0
1997,MEGV5170,1.0
1998,FBVH6442,1.0
1999,ORXN2715,1.0
2000,JFFP2933,1.0
2001,OHGF7867,1.0
2002,ZUWA4753,1.0
2003,FZKA9757,1.0
2004,BENP4179,1.0
2005,LUOH1704,1.0
2006,MPOM6769,1.0
2007,ONDF4926,1.0
2008,BKBJ4823,1.0
2009,ILOW7565,1.0
2010,WXUX1821,1.0
2011,FWEU2769,1.0
2012,TQNP3330,1.0
2013,MOIV1093,1.0
2014,ARQF5176,1.0
2015,TFBQ2427,1.0
2016,VLFZ6855,1.0
2017,HLKZ7219,1.0
2018,CZDR7048,1.0
2019,WZDI3665,1.0
2020,NKAY2074,1.0
2021,FGEZ7989,1.0
2022,NFSM9624,1.0
2023,KNFV3679,1.0
2024,YSKN2822,1.0
2025,AMDV2220,1.0
2026,IWTS9141,1.0
2027,UMHB8835,1.0
2028,BKIV1344,1.0
2029,AGNQ5114,1.0
2030,QEYC7860,1.0
2031,MZLT1710,1.0
2032,TCNQ1671,1.0
2033,NVJT5324,1.0
2034,MNTP1565,1.0
2035,JICJ1869,1.0
2036,WWTL2467,1.0
2037,OLBB3339,1.0
2038,TSLK7269,1.0
2039,WZJU6863,1.0
2040,HTPS4769,1.0
2041,BKSV6148,1.0
2042,YJYW8585,1.0
2043,ATLK9686,1.0
2044,GWUT3957,1.0
2045,SNAP8364,1.0
2046,TSTU8630,1.0
2047,BUUR3717,1.0
2048,TFQE7874,1.0
2049,FCME1731,1.0
2050,MMRA7773,1.0
2051,JFAE5155,1.0
2052,ZFZH2515,1.0
2053,GUTH2581,1.0
2054,RKCD2080,1.0
2055,PERV9716,1.0
